wy,wy,P,adjP,spring_rain,winter_P,winter_rain,snow_frac,total_swe,snowfall_t,springET,winterET,maxDeficit,minDeficit,octDeficit,aprDeficit
2001,2001,786.5306437563511,786.5306437563511,172.37222499232138,613.8874832891648,613.8874832891648,0.0,0.0,0.0,346.29616326530606,162.36484353741494,480.25220237383905,91.01649395899162,0.0,0.0
2002,2002,836.9083846269115,836.9083846269115,102.69028829759165,733.5202898825368,733.5202898825368,0.0,0.0,0.0,329.71069387755097,184.46204081632652,465.2123417163752,60.597893935654724,480.25220237383905,0.0
2003,2003,1014.2900617180331,1014.2900617180331,295.810420420862,695.940834260756,695.940834260756,0.0,0.0,0.0,328.910693877551,193.21959183673465,430.50268750118937,233.1920232912782,465.2123417163752,0.0
2004,2004,637.758868682769,516.6160115399118,29.193806655945316,607.408610451606,486.2657533087489,0.18995087813214784,121.14285714285714,0.0,331.2032653061224,191.7638095238095,468.44353768720424,221.5748192985265,430.50268750118937,53.624335881649884
2005,2005,1332.782428835909,1104.3538574073377,212.98925577656874,1110.3821083807175,881.953536952146,0.17139224414001886,228.42857142857144,0.0,338.0575782312925,168.37453061224488,425.15173692616935,223.08467448563744,319.6100101561566,0.0
2006,2006,1297.0229156863304,1178.5943442577588,362.151128461284,934.8717872250464,816.443215796475,0.0913080023462068,118.42857142857144,0.0,329.74835374149654,190.19276190476188,459.43803230892206,336.4446148180715,406.32769045454114,0.0
2007,2007,469.2834547258192,374.85488329724774,44.47899972238848,411.54413275564866,317.1155613270772,0.2012186248580652,94.42857142857143,0.0,320.8382040816326,210.73023129251698,725.0009537515746,585.1371714227034,448.0775845042268,224.21764257842804
2008,2008,718.5506506583863,550.1220792298149,57.805354741311845,660.5199410684646,492.0913696398932,0.23440041599606848,168.42857142857142,0.0,320.3843265306122,203.11814965986392,649.1252331197376,558.4956193845165,684.813921228168,252.69172066954567
2009,2009,847.8055246722313,625.3769532436598,140.31128938736452,699.9679773392215,477.5394059106501,0.26235801130756276,222.42857142857142,0.0,318.62138775510203,200.4062040816326,486.21494394530805,225.19248064081816,649.1252331197376,138.1636205251834
2010,2010,1151.3378301227704,922.6235444084847,221.5146772227537,921.6935445877813,699.6935445877813,0.1986508909291179,228.71428571428572,0.0,307.17921088435367,194.16729251700679,372.3242771291908,0.0,337.81683806154047,0.0
2011,2011,1588.046618838464,1173.8209004237353,215.53990087201515,1359.2652016916581,944.4080588345153,0.26123738304394334,414.8571428571429,0.0,299.4447891156462,178.8733605442177,323.2259537512284,235.16652468819032,251.22527334969894,0.0
2012,2012,594.2432357845152,569.5289500702295,139.1092957296679,454.44823037424396,429.73394465995824,0.04158951120690186,24.714285714285715,0.0,328.439619047619,236.7752925170068,487.1799321387115,291.940976398187,290.2803122925501,31.454418137261598
2013,2013,571.1352316641038,446.4209459498181,53.78390218365576,508.18868440197355,383.4743986876878,0.21836209499965276,124.71428571428572,0.0,335.53654421768704,219.11978231292514,643.0654831855337,541.2502181344829,487.1799321387115,193.00354845567034
2014,2014,445.06138914631254,445.06138914631254,125.91790253116237,294.76693842487947,294.76693842487947,0.0,0.0,0.0,311.48549659863943,236.82949659863942,914.2929041219603,767.628224976946,623.2618170214226,517.02384398527
2015,2015,434.07083668247344,434.07083668247344,107.83474177698935,312.8542238973802,312.8542238973802,0.0,0.0,0.0,318.92059863945576,245.88288435374147,1157.8014386418865,958.4275447635131,914.2929041219603,805.8181454074858
2016,2016,903.9792315075473,862.9792315075474,112.06990463502945,791.6592946206368,750.6592946206368,0.04535502428703495,41.0,0.0,350.63956462585026,202.47999999999996,942.2551352516671,637.1610058597342,1157.8014386418865,564.1490936878183
2017,2017,1791.6821376854373,1489.8249948282944,175.41547904476042,1589.2680784656154,1287.4109356084725,0.16847695051929987,301.85714285714283,0.0,357.25322448979585,200.81077551020405,480.46222633315665,393.56216726608955,851.1272913903385,0.0
2018,2018,733.3208056726762,713.4636628155333,105.22512648951623,628.09567918316,608.2385363260171,0.027078384662668712,19.857142857142858,0.0,379.73453061224484,218.08587755102036,482.4537480630434,338.93340559126585,480.46222633315665,5.285068133493553
2019,2019,1280.0762920533457,903.9334349104885,205.87929699497838,1072.845285354122,696.702428211265,0.293844093104399,376.14285714285717,383.27899169921875,368.8790204081632,184.45746938775505,466.1330415767119,282.72563804576987,480.76571107997114,0.0
2020,2020,609.4230962876351,367.047422562876,181.499031805223,427.924064482412,82.20977876812628,0.567281233383245,345.7142857142857,0.0,356.0722721088435,187.74389115646255,545.6445051256965,413.4067908399822,419.61617284190305,98.58593594042497
2021,2021,434.50223580291185,251.07366437434044,14.369925654703572,419.001671452676,235.5731000241046,0.42215794606813883,183.42857142857142,0.0,0.0,98.96609523809522,644.5622210152044,590.1639089244111,545.6445051256965,373.55081033546253
